dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,dml_quantile_penalty,dml_ridge_alpha,dml_quantile_solver,dml_qr_fit_count,dml_runtime_mean_alpha_sec,dml_runtime_max_alpha_sec,dml_qr_nonzero_mean,dml_z_resid_var_mean,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_selection_lasso_multiplier,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_alpha_y_cv,ps_lasso_alpha_d_cv,ps_lasso_alpha_y_final,ps_lasso_alpha_d_final,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp2,500,500,0.1,0.25,0,5443369904443752480,dml_ivqr,2.8000000000000003,0.3255102498039183,2.474489750196082,2.474489750196082,6.123099523825467,ok,False,True,,,1.0879082622515528,3.0,1.9120917377484472,False,False,False,True,True,10,0.47619047619047616,1,False,1.9120917377484472,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0012301443184030716,7.832924938580345,0.0012301443184030716,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,115.29392029996961,115.29392029996961,,115.29392029996961,115.20109889982268,0.0016667998861521482,,0.0009840002749115229,115.29392029996961,0.09017059998586774,,,115.20109889982268,,0.0016667998861521482,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,5.48575549043848,6.505236099939793,211.47619047619048,3.150543094743126,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,1,3276341512059057779,dml_ivqr,-1.0,0.3255102498039183,-1.3255102498039184,1.3255102498039184,1.7569774223352461,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,True,False,True,0,0.0,0.7291442619048112,3.7756747059288727,0.7291442619048112,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,115.29896139982156,115.29896139982156,,115.29896139982156,115.22561289998703,0.0016552000306546688,,0.0011729998514056206,115.29896139982156,0.07052029995247722,,,115.22561289998703,,0.0016552000306546688,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,5.4869256238009605,6.676703099859878,214.5079365079365,2.840740839178514,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,2,1751579358834286689,dml_ivqr,1.2000000000000002,0.3255102498039183,0.8744897501960819,0.8744897501960819,0.7647323231980057,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.00010658589048711182,0.4609014760969273,0.00010658589048711182,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,116.12231980008073,116.12231980008073,,116.12231980008073,116.05006570019759,0.0013166998978704214,,0.001517399912700057,116.12231980008073,0.06942000007256866,,,116.05006570019759,,0.0013166998978704214,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,5.526185185726111,6.4531199999619275,216.20634920634922,3.2340856423599775,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,3,6705704668292774247,dml_ivqr,1.6,0.3255102498039183,1.2744897501960817,1.2744897501960817,1.6243241233548706,ok,False,True,,,-0.8289889053799326,2.5480806837740144,2.922383362584193,False,True,False,False,False,15,0.7142857142857143,2,True,3.377069589153947,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.039349239929346184,6.289221620750353,0.039349239929346184,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,114.3240233999677,114.3240233999677,,114.3240233999677,114.25361570017412,0.0016427000518888235,,0.0010831996332854033,114.3240233999677,0.06768180010840297,,,114.25361570017412,,0.0016427000518888235,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,5.44063839045841,6.385808000108227,212.63492063492063,3.305634727887067,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,4,6343718395380566197,dml_ivqr,1.6,0.3255102498039183,1.2744897501960817,1.2744897501960817,1.6243241233548706,ok,False,True,,,-0.6917862643232201,3.0,3.173550985976541,False,True,False,True,True,16,0.7619047619047619,3,True,3.69178626432322,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.4605835291548099,6.360764919270047,0.4605835291548099,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,114.78687840001658,114.78687840001658,,114.78687840001658,114.7144685999956,0.0017750000115484,,0.0010395999997854233,114.78687840001658,0.06959520000964403,,,114.7144685999956,,0.0017750000115484,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,5.462584638092223,6.592393900034949,217.53968253968253,2.94763249755079,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,0,929846494630622916,dml_ivqr,1.8000000000000003,1.0,0.8000000000000003,0.8000000000000003,0.6400000000000005,ok,False,True,,,-1.0,3.0,2.8003449725715654,False,True,True,True,True,14,0.6666666666666666,4,True,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.9184020377601798,6.298803993026092,0.9184020377601798,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,135.29832890001126,135.29832890001126,,135.29832890001126,135.22650420013815,0.001034799963235855,,0.0007785998750478029,135.29832890001126,0.07001130003482103,,,135.22650420013815,,0.001034799963235855,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,6.439348914283549,7.499733899952844,250.74603174603175,3.0233187169255724,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,1,9174395711599958830,dml_ivqr,0.6000000000000001,1.0,-0.3999999999999999,0.3999999999999999,0.15999999999999992,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0002029747448899536,2.0367110886315327,0.0002029747448899536,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,135.61065930011682,135.61065930011682,,135.61065930011682,135.5475145999808,0.000887200003489852,,0.0010840001050382853,135.61065930011682,0.061173500027507544,,,135.5475145999808,,0.000887200003489852,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,6.454632857171375,7.73345119995065,253.33333333333334,3.062760380153314,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,2,4678209227790743410,dml_ivqr,2.4000000000000004,1.0,1.4000000000000004,1.4000000000000004,1.960000000000001,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.08536851910885808,2.9094945315262906,0.08536851910885808,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,133.88025470008142,133.88025470008142,,133.88025470008142,133.83677479997277,0.0016727999318391085,,0.0009697000496089458,133.88025470008142,0.04083740012720227,,,133.83677479997277,,0.0016727999318391085,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,6.373171457144919,7.437925900099799,256.8888888888889,3.0415375149542334,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,3,8334348606518942113,dml_ivqr,1.6,1.0,0.6000000000000001,0.6000000000000001,0.3600000000000001,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.003230142974349231,1.9713153283542395,0.003230142974349231,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,92.50324430014007,92.50324430014007,,92.50324430014007,92.43335559987463,0.0009997000452131033,,0.001176800113171339,92.50324430014007,0.06771220010705292,,,92.43335559987463,,0.0009997000452131033,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,4.401582133324284,6.385510900057852,247.28571428571428,3.7187846337908117,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,4,8974968178208391982,dml_ivqr,-1.0,1.0,-2.0,2.0,4.0,ok,False,True,,,-1.0,3.0,3.503332563690458,False,True,True,True,True,19,0.9047619047619048,2,True,4.0,-1.0,3.0,21,0.2,True,False,True,0,0.0,0.006304024314595158,5.338940473219083,0.006304024314595158,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,92.01125500001945,92.01125500001945,,92.01125500001945,91.93084660009481,0.0010341000743210316,,0.0010819996241480112,92.01125500001945,0.07829230022616684,,,91.93084660009481,,0.0010341000743210316,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,4.37765317141921,6.03682759986259,252.95238095238096,3.0371407192928266,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.75,0,1808592947271104310,dml_ivqr,0.0,1.6744897501960816,-1.6744897501960816,1.6744897501960816,2.803915923511736,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.007734593562354546,2.4792692238862806,0.007734593562354546,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,129.1949265000876,129.1949265000876,,129.1949265000876,129.046251000138,0.0008590000215917826,,0.006906299851834774,129.1949265000876,0.14091020007617772,,,129.046251000138,,0.0008590000215917826,,,,,,,,,,,,,,,,0.01,1.0,highs-ds,63,6.145051042881927,6.664082800038159,214.0,3.379863539458368,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
