dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp1,500,200,1.0,0.25,0,6453165824556549201,dml_ivqr,0.0,0.3255102498039183,-0.3255102498039183,0.3255102498039183,0.1059569227274093,ok,False,True,,,-0.3140584136372262,0.4678038811226233,0.7818622947598495,False,True,False,False,False,4,0.19047619047619047,1,False,0.7818622947598495,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.30119852721157025,38.89650776394524,0.30119852721157025,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.34229170001345,33.34229170001345,,33.34229170001345,33.312081400013994,0.0010628000018186867,,0.00019559997599571943,33.34229170001345,0.02895190002163872,,,33.312081400013994,,0.0010628000018186867,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,1,9214940379343621333,dml_ivqr,0.8,0.3255102498039183,0.47448975019608175,0.47448975019608175,0.22514052304114007,ok,False,True,,,0.06549165106853015,1.6526105720791886,1.3547893488347063,False,True,False,False,False,7,0.3333333333333333,2,True,1.5871189210106584,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.23779831910017774,20.83444713973286,0.23779831910017774,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.0862423000508,34.0862423000508,,34.0862423000508,34.055206699995324,0.00046200002543628216,,0.00030990003142505884,34.0862423000508,0.030263699998613447,,,34.055206699995324,,0.00046200002543628216,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,2,3154660004538282353,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,0.011082245045517363,1.0006324596853235,0.9895502146398062,False,True,False,False,False,5,0.23809523809523808,1,False,0.9895502146398062,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0044194871270953956,40.25625613677081,0.0044194871270953956,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.09821790002752,34.09821790002752,,34.09821790002752,34.063298899971414,0.0007403999916277826,,0.0002951000351458788,34.09821790002752,0.033883500029332936,,,34.063298899971414,,0.0007403999916277826,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,3,1717475357442033914,dml_ivqr,-0.3999999999999999,0.3255102498039183,-0.7255102498039182,0.7255102498039182,0.5263651225705438,ok,False,True,,,-1.0,0.6316442731841437,1.6316442731841438,False,True,True,False,True,9,0.42857142857142855,1,False,1.6316442731841438,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.12111372540371684,41.58709197011584,0.12111372540371684,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.14933349995408,34.14933349995408,,34.14933349995408,34.11725290003233,0.0005673000123351812,,0.0001813999260775745,34.14933349995408,0.03133189998334274,,,34.11725290003233,,0.0005673000123351812,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,4,8676467209849990564,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.3521312833275115,1.653064390540821,2.0051956738683328,False,True,False,False,False,10,0.47619047619047616,1,False,2.0051956738683328,-1.0,3.0,21,0.2,False,False,False,0,0.0,1.0421549574417517e-06,22.369684661670764,1.0421549574417517e-06,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.94460639997851,33.94460639997851,,33.94460639997851,33.91529760003323,0.0005416999920271337,,0.0003122999332845211,33.94460639997851,0.028454800019972026,,,33.91529760003323,,0.0005416999920271337,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,5,8448470054762995597,dml_ivqr,0.8,0.3255102498039183,0.47448975019608175,0.47448975019608175,0.22514052304114007,ok,False,True,,,0.2549478072035644,1.5129073294257473,1.2579595222221829,False,True,False,False,False,6,0.2857142857142857,1,False,1.2579595222221829,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.07168880813557152,31.984526209202492,0.07168880813557152,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.19892440002877,34.19892440002877,,34.19892440002877,34.17066870001145,0.0003551000263541937,,0.00015189999248832464,34.19892440002877,0.027748699998483062,,,34.17066870001145,,0.0003551000263541937,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,6,5021447493907674237,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,-0.5364245980948564,1.432425768363799,1.9688503664586556,False,True,False,False,False,10,0.47619047619047616,1,False,1.9688503664586556,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0034417741890691352,31.375113445979128,0.0034417741890691352,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.87506949994713,33.87506949994713,,33.87506949994713,33.84269899997162,0.0005313999718055129,,0.00028799998108297586,33.87506949994713,0.03155110002262518,,,33.84269899997162,,0.0005313999718055129,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,7,21741838260193456,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,-1.0,1.130710322475599,2.1307103224755988,False,True,True,False,True,11,0.5238095238095238,1,False,2.1307103224755988,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.005579265192346514,19.767113180090725,0.005579265192346514,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.088367699994706,34.088367699994706,,34.088367699994706,34.05662290001055,0.0003920000162906945,,0.00027139997109770775,34.088367699994706,0.031081399996764958,,,34.05662290001055,,0.0003920000162906945,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,8,4118864315573949973,dml_ivqr,0.40000000000000013,0.3255102498039183,0.07448975019608184,0.07448975019608184,0.005548722884274674,ok,False,True,,,-0.4914680389321925,1.1461147844093968,1.6375828233415892,False,True,False,False,False,8,0.38095238095238093,1,False,1.6375828233415892,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0007018534837190833,36.36925843783842,0.0007018534837190833,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.923242299992125,33.923242299992125,,33.923242299992125,33.892187499965075,0.0008480999968014657,,0.00033250002888962626,33.923242299992125,0.029874200001358986,,,33.892187499965075,,0.0008480999968014657,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,9,4913464245341002973,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,0.2640375726336198,1.1910175383069177,0.9269799656732979,False,True,False,False,False,4,0.19047619047619047,1,False,0.9269799656732979,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0043176523912811715,24.835429544276828,0.0043176523912811715,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.90515800000867,33.90515800000867,,33.90515800000867,33.87424580001971,0.0008826999692246318,,0.00026489997981116176,33.90515800000867,0.029764600039925426,,,33.87424580001971,,0.0008826999692246318,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,10,1453254785829149130,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.37567222493317687,0.869612894534483,1.2452851194676597,False,True,False,False,False,6,0.2857142857142857,1,False,1.2452851194676597,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.10214591658809259,52.68880252122458,0.10214591658809259,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.31896829995094,34.31896829995094,,34.31896829995094,34.28576040000189,0.0003738000523298979,,0.0003014998510479927,34.31896829995094,0.032532600045669824,,,34.28576040000189,,0.0003738000523298979,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,11,5074166461667694629,dml_ivqr,1.4000000000000004,0.3255102498039183,1.074489750196082,1.074489750196082,1.1545282232764387,ok,False,True,,,-0.21505456441576687,1.7874252071705414,1.4651237917250053,False,False,False,False,False,8,0.38095238095238093,2,True,2.0024797715863083,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.023267568967776812,19.448420608611652,0.023267568967776812,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.8910210999893,33.8910210999893,,33.8910210999893,33.85935620003147,0.0004757000133395195,,0.00030159991001710296,33.8910210999893,0.030887600034475327,,,33.85935620003147,,0.0004757000133395195,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,12,4076735054314323349,dml_ivqr,0.8,0.3255102498039183,0.47448975019608175,0.47448975019608175,0.22514052304114007,ok,False,True,,,0.33412318971830507,1.5038832444042873,1.1697600546859823,False,False,False,False,False,6,0.2857142857142857,1,False,1.1697600546859823,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.020493316157320623,38.73166501019984,0.020493316157320623,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.96105819998775,33.96105819998775,,33.96105819998775,33.931770899973344,0.0007679999689571559,,0.00019940006313845515,33.96105819998775,0.028319899982307106,,,33.931770899973344,,0.0007679999689571559,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,13,8844585003746477078,dml_ivqr,1.0,0.3255102498039183,0.6744897501960817,0.6744897501960817,0.4549364231195727,ok,False,True,,,0.6858996137979722,1.4461252429221003,0.7602256291241282,False,False,False,False,False,4,0.19047619047619047,1,False,0.7602256291241282,-1.0,3.0,21,0.2,False,False,False,0,0.0,5.193860465977966e-05,31.019085204239644,5.193860465977966e-05,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.768310000014026,33.768310000014026,,33.768310000014026,33.74035560002085,0.0009214000310748816,,0.0002095999661833048,33.768310000014026,0.026823399995919317,,,33.74035560002085,,0.0009214000310748816,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
