dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,dml_quantile_penalty,dml_ridge_alpha,dml_quantile_solver,dml_qr_fit_count,dml_runtime_mean_alpha_sec,dml_runtime_max_alpha_sec,dml_qr_nonzero_mean,dml_z_resid_var_mean,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_selection_lasso_multiplier,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_alpha_y_cv,ps_lasso_alpha_d_cv,ps_lasso_alpha_y_final,ps_lasso_alpha_d_final,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp2,500,500,0.1,0.25,0,5443369904443752480,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.00017163303573803477,2.9312511080374692,0.00017163303573803477,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.817926899995655,33.817926899995655,,33.817926899995655,33.73426479997579,0.03117559995735064,,0.0008087001042440534,33.817926899995655,0.05167779995827004,,,33.73426479997579,,0.03117559995735064,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.606388319053665,1.7913484000018798,18.238095238095237,3.15054309474311,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,1,3276341512059057779,dml_ivqr,-1.0,0.3255102498039183,-1.3255102498039184,1.3255102498039184,1.7569774223352461,ok,False,True,,,-1.0,3.0,3.2033833841033164,False,True,True,True,True,17,0.8095238095238095,2,True,4.0,-1.0,3.0,21,0.2,True,False,True,0,0.0,0.22853037837932602,5.715853960286557,0.22853037837932602,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.46271930000512,34.46271930000512,,34.46271930000512,34.40984949999256,0.0009958000155165792,,0.000653900031466037,34.46271930000512,0.05122009996557608,,,34.40984949999256,,0.0009958000155165792,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.6385593761917248,1.8625458999886177,20.142857142857142,2.8407408391785096,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,2,1751579358834286689,dml_ivqr,-0.8,0.3255102498039183,-1.1255102498039182,1.1255102498039182,1.2667733224136783,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,2.3493278959837025e-05,0.6793779683480855,2.3493278959837025e-05,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.53655850002542,34.53655850002542,,34.53655850002542,34.48472230002517,0.0005204000044614077,,0.0006404999876394868,34.53655850002542,0.05067530000815168,,,34.48472230002517,,0.0005204000044614077,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.642125147622123,1.724971599993296,23.095238095238095,3.2340856423599784,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,3,6705704668292774247,dml_ivqr,1.2000000000000002,0.3255102498039183,0.8744897501960819,0.8744897501960819,0.7647323231980057,ok,False,True,,,-1.0,3.0,3.7006124129072777,False,True,True,True,True,19,0.9047619047619048,2,True,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0010608444630543393,4.849369914840358,0.0010608444630543393,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.816957900009584,33.816957900009584,,33.816957900009584,33.721167400013655,0.04552679997868836,,0.0005845999694429338,33.816957900009584,0.049679100047796965,,,33.721167400013655,,0.04552679997868836,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.6057648619088079,1.718020600033924,21.80952380952381,3.3056347278870803,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.25,4,6343718395380566197,dml_ivqr,2.2,0.3255102498039183,1.8744897501960818,1.8744897501960818,3.513711823590169,ok,False,True,,,-1.0,3.0,2.240127603231966,False,False,True,True,True,13,0.6190476190476191,4,True,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0036831987971554284,7.220150705722595,0.0036831987971554284,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,34.238802399951965,34.238802399951965,,34.238802399951965,34.18737900000997,0.0005892999470233917,,0.000618399993982166,34.238802399951965,0.05021570000099018,,,34.18737900000997,,0.0005892999470233917,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.6279614952453856,1.7288323999964632,21.238095238095237,2.947632497550789,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,0,929846494630622916,dml_ivqr,-0.6,1.0,-1.6,1.6,2.5600000000000005,ok,False,True,,,-1.0,3.0,3.576034205743184,False,True,True,True,True,19,0.9047619047619048,2,True,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.20187534378667754,6.130046793393653,0.20187534378667754,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,35.44049389997963,35.44049389997963,,35.44049389997963,35.38790960004553,0.0004731999943032861,,0.0008489999454468489,35.44049389997963,0.0512620999943465,,,35.38790960004553,,0.0004731999943032861,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.6851334142875636,1.827350000035949,32.01587301587302,3.0233187169255884,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,1,9174395711599958830,dml_ivqr,1.2000000000000002,1.0,0.20000000000000018,0.20000000000000018,0.04000000000000007,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0004261173923219351,1.7651893599674517,0.0004261173923219351,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,35.945634500007145,35.945634500007145,,35.945634500007145,35.89465400000336,0.00043780001578852534,,0.0006991000263951719,35.945634500007145,0.04984359996160492,,,35.89465400000336,,0.00043780001578852534,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.709264238090587,1.9096871000365354,33.22222222222222,3.0627603801533105,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,2,4678209227790743410,dml_ivqr,3.0,1.0,2.0,2.0,4.0,ok,False,True,,,-1.0,3.0,3.4505002586192104,False,True,True,True,True,19,0.9047619047619048,3,True,4.0,-1.0,3.0,21,0.2,False,True,True,0,0.0,0.0025890482316625104,4.842661234546494,0.0025890482316625104,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,36.16795739997178,36.16795739997178,,36.16795739997178,36.11072489997605,0.00044870004057884216,,0.0006754999631084502,36.16795739997178,0.05610829999204725,,,36.11072489997605,,0.00044870004057884216,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.719553214284436,1.878261299978476,39.3968253968254,3.0415375149542405,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,3,8334348606518942113,dml_ivqr,0.0,1.0,-1.0,1.0,1.0,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.13540393878777526,2.1593057175597923,0.13540393878777526,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,21.89843010000186,21.89843010000186,,21.89843010000186,21.862238399975467,0.00030779995722696185,,0.0005091000930406153,21.89843010000186,0.03537479997612536,,,21.862238399975467,,0.00030779995722696185,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.0410559761831315,1.4627180000534281,31.19047619047619,3.71878463379081,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.5,4,8974968178208391982,dml_ivqr,2.8000000000000003,1.0,1.8000000000000003,1.8000000000000003,3.240000000000001,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.26859637482799215,3.0830535370439183,0.26859637482799215,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,21.946750700008124,21.946750700008124,,21.946750700008124,21.90896359999897,0.0002938000252470374,,0.0005324999801814556,21.946750700008124,0.036960800003726035,,,21.90896359999897,,0.0002938000252470374,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.0432807333251861,1.3799490999663249,33.01587301587302,3.0371407192928124,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp2,500,500,0.1,0.75,0,1808592947271104310,dml_ivqr,-1.0,1.6744897501960816,-2.6744897501960816,2.6744897501960816,7.152895423903899,ok,False,True,,,-1.0,3.0,4.0,False,True,True,True,True,21,1.0,1,False,4.0,-1.0,3.0,21,0.2,True,False,True,0,0.0,0.0014204935314257442,1.5463412409711477,0.0014204935314257442,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,33.78533649997553,33.78533649997553,,33.78533649997553,33.729896100005135,0.0008690999820828438,,0.0008859999943524599,33.78533649997553,0.053685299993958324,,,33.729896100005135,,0.0008690999820828438,,,,,,,,,,,,,,,,0.05,1.0,highs-ipm,63,1.6061805095301853,1.8014277000329457,18.80952380952381,3.379863539458348,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
