dgp,n,p,pi,tau,rep,seed,estimator,alpha_hat,alpha_true,bias,absolute_error,squared_error,status,failed,converged,error_type,error_message,cr_lower,cr_upper,cr_length,cr_empty,cr_covers_true,cr_hits_lower_boundary,cr_hits_upper_boundary,cr_hits_any_boundary,cr_accepted_alpha_count,cr_acceptance_rate,cr_n_blocks,cr_disconnected,cr_hull_length,alpha_grid_min,alpha_grid_max,alpha_grid_size,alpha_grid_step,alpha_hat_at_lower_boundary,alpha_hat_at_upper_boundary,alpha_hat_at_any_boundary,failed_alpha_count,failed_alpha_rate,min_test_stat,max_test_stat,test_stat_at_alpha_hat,critical_value,critical_value_nominal,critical_value_multiplier,critical_value_adjusted,selected_controls,runtime_seconds,runtime_total_sec,runtime_data_generation_sec,runtime_estimator_sec,runtime_alpha_grid_sec,runtime_confidence_region_sec,runtime_score_eval_sec,runtime_other_sec,dml_runtime_total_sec,dml_runtime_crossfit_sec,dml_runtime_nuisance_fit_sec,dml_runtime_nuisance_predict_sec,dml_runtime_alpha_loop_sec,dml_runtime_score_eval_sec,dml_runtime_confidence_region_sec,ps_runtime_total_sec,ps_runtime_selection_sec,ps_runtime_first_stage_sec,ps_runtime_alpha_loop_sec,ps_runtime_score_eval_sec,ps_runtime_confidence_region_sec,ps_runtime_diagnostics_sec,oracle_runtime_total_sec,oracle_runtime_alpha_loop_sec,oracle_runtime_score_eval_sec,oracle_runtime_confidence_region_sec,fc_runtime_total_sec,fc_runtime_alpha_loop_sec,fc_runtime_score_eval_sec,fc_runtime_confidence_region_sec,dml_quantile_penalty,dml_ridge_alpha,dml_quantile_solver,dml_qr_fit_count,dml_runtime_mean_alpha_sec,dml_runtime_max_alpha_sec,dml_qr_nonzero_mean,dml_z_resid_var_mean,ps_n_selected_controls,ps_n_selected_instruments,ps_n_selected_total,ps_share_selected_controls,ps_share_selected_instruments,ps_instrument_selection_method,ps_n_candidate_instruments,ps_n_retained_instruments,ps_share_retained_instruments,ps_all_instruments_retained,ps_selected_no_controls,ps_selected_no_instruments,ps_selected_empty_total,ps_first_stage_r2,ps_first_stage_adj_r2,ps_first_stage_partial_r2,ps_first_stage_f_stat,ps_first_stage_condition_number,ps_selection_method,ps_selection_lasso_multiplier,ps_lasso_alpha_controls,ps_lasso_alpha_instruments,ps_lasso_alpha_first_stage,ps_lasso_alpha_y_cv,ps_lasso_alpha_d_cv,ps_lasso_alpha_y_final,ps_lasso_alpha_d_final,ps_lasso_cv_folds,ps_selection_failed,ps_first_stage_failed,ps_rank_deficient,ps_warning_code,message
dgp1,500,200,1.0,0.25,0,6453165824556549201,dml_ivqr,0.0,0.3255102498039183,-0.3255102498039183,0.3255102498039183,0.1059569227274093,ok,False,True,,,-0.9402564213111093,1.2106319995367634,2.1508884208478727,False,True,False,False,False,11,0.5238095238095238,1,False,2.1508884208478727,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.03299086859914383,19.644474287281447,0.03299086859914383,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.096524799999315,12.096524799999315,,12.096524799999315,12.07664320000913,0.0004979000077582896,,0.0005780000356025994,12.096524799999315,0.01880569994682446,,,12.07664320000913,,0.0004979000077582896,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.575073347612661,0.7633900999790058,3.0952380952380953,2.274107024014667,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,1,9214940379343621333,dml_ivqr,0.8,0.3255102498039183,0.47448975019608175,0.47448975019608175,0.22514052304114007,ok,False,True,,,-0.47283594700906645,1.6986531513468897,2.171489098355956,False,True,False,False,False,11,0.5238095238095238,1,False,2.171489098355956,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.09366667806706426,17.713177054810483,0.09366667806706426,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.249729200033471,12.249729200033471,,12.249729200033471,12.229313000047114,0.0004910000134259462,,0.0005483999848365784,12.249729200033471,0.019376799988094717,,,12.229313000047114,,0.0004910000134259462,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5823437999933958,0.7593943999963813,2.857142857142857,2.313544364311306,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,2,3154660004538282353,dml_ivqr,1.4000000000000004,0.3255102498039183,1.074489750196082,1.074489750196082,1.1545282232764387,ok,False,True,,,-0.6694790997617108,1.9304879684271703,2.599967068188881,False,True,False,False,False,13,0.6190476190476191,1,False,2.599967068188881,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.019738179748243958,8.909013430239286,0.019738179748243958,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.046921599947382,12.046921599947382,,12.046921599947382,12.024846799962688,0.0004987000138498843,,0.0004452999564819038,12.046921599947382,0.02113080001436174,,,12.024846799962688,,0.0004987000138498843,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5726071571448951,0.7127976999618113,2.984126984126984,2.84846573828586,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,3,1717475357442033914,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-1.0,1.3803953824711845,2.3803953824711845,False,True,True,False,True,12,0.5714285714285714,1,False,2.3803953824711845,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.05821436275613146,27.732831984139754,0.05821436275613146,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.418281200050842,12.418281200050842,,12.418281200050842,12.39683270000387,0.00044050003634765744,,0.00046089995885267854,12.418281200050842,0.02054710005177185,,,12.39683270000387,,0.00044050003634765744,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5903204809513963,0.77565120003419,3.619047619047619,2.4217034766368215,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,4,8676467209849990564,dml_ivqr,-0.3999999999999999,0.3255102498039183,-0.7255102498039182,0.7255102498039182,0.5263651225705438,ok,False,True,,,-1.0,1.368869667476102,2.368869667476102,False,True,True,False,True,12,0.5714285714285714,1,False,2.368869667476102,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.025716786061876013,22.034976019280325,0.025716786061876013,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.404162199993152,12.404162199993152,,12.404162199993152,12.38437669997802,0.000457499991171062,,0.0005305000231601298,12.404162199993152,0.018797500000800937,,,12.38437669997802,,0.000457499991171062,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5897276190475428,0.7821765000117011,3.0,3.1636344885559065,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,5,8448470054762995597,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,-0.472291608404493,2.1713560756753267,2.635094491582713,False,True,False,False,False,12,0.5714285714285714,2,True,2.64364768407982,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0020188560184268584,15.306399734284,0.0020188560184268584,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.365102200012188,12.365102200012188,,12.365102200012188,12.345818799978588,0.0005187999922782183,,0.0005882000550627708,12.365102200012188,0.01817639998625964,,,12.345818799978588,,0.0005187999922782183,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5878916666732126,0.795874500006903,3.380952380952381,2.378699951944423,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,6,5021447493907674237,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-0.580953917717004,1.2746909291593667,1.8556448468763707,False,True,False,False,False,9,0.42857142857142855,1,False,1.8556448468763707,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.011104896556009424,23.64094119468358,0.011104896556009424,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.385771300003398,12.385771300003398,,12.385771300003398,12.368275700020604,0.0003958999877795577,,0.0005424999981187284,12.385771300003398,0.016557199996896088,,,12.368275700020604,,0.0003958999877795577,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5889609047610845,0.7487079999991693,3.126984126984127,2.580098798059029,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,7,21741838260193456,dml_ivqr,0.40000000000000013,0.3255102498039183,0.07448975019608184,0.07448975019608184,0.005548722884274674,ok,False,True,,,-1.0,1.4147425495986612,2.224020240703565,False,True,True,False,True,12,0.5714285714285714,2,True,2.414742549598661,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.14135401609418677,19.219285289754517,0.14135401609418677,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,12.063140999991447,12.063140999991447,,12.063140999991447,12.043497300008312,0.0009336000075563788,,0.0006463999743573368,12.063140999991447,0.01806370000122115,,,12.043497300008312,,0.0009336000075563788,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5734952809593995,0.7795537000056356,2.238095238095238,2.3231442108974765,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,8,4118864315573949973,dml_ivqr,0.40000000000000013,0.3255102498039183,0.07448975019608184,0.07448975019608184,0.005548722884274674,ok,False,True,,,-1.0,2.0126210989486992,2.7275571246649792,False,True,True,False,True,15,0.7142857142857143,2,True,3.0126210989486992,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.004481187107459908,13.029738599961542,0.004481187107459908,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,7.007343800039962,7.007343800039962,,7.007343800039962,6.990488699986599,0.0002949000336229801,,0.00036880001425743103,7.007343800039962,0.016191400005482137,,,6.990488699986599,,0.0002949000336229801,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.3328774999993454,0.4513399999705143,2.888888888888889,2.1511861890148123,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,9,4913464245341002973,dml_ivqr,0.6000000000000001,0.3255102498039183,0.2744897501960818,0.2744897501960818,0.07534462296270739,ok,False,True,,,-0.839431967549207,1.3080631547678427,2.14749512231705,False,True,False,False,False,11,0.5238095238095238,1,False,2.14749512231705,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.014728945521490752,8.667656319113096,0.014728945521490752,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,7.031883499992546,7.031883499992546,,7.031883499992546,7.018355300009716,0.0004287000047042966,,0.00042749999556690454,7.031883499992546,0.01267199998255819,,,7.018355300009716,,0.0004287000047042966,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.3342041857152556,0.43715770001290366,2.5873015873015874,2.625573016387438,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
dgp1,500,200,1.0,0.25,10,1453254785829149130,dml_ivqr,0.20000000000000018,0.3255102498039183,-0.12551024980391812,0.12551024980391812,0.015752822805841928,ok,False,True,,,-1.0,1.4247743022236317,2.4247743022236317,False,True,True,False,True,13,0.6190476190476191,1,False,2.4247743022236317,-1.0,3.0,21,0.2,False,False,False,0,0.0,0.0018701035130235244,24.471227163268445,0.0018701035130235244,3.841458820694124,3.841458820694124,1.0,3.841458820694124,,11.492076900030952,11.492076900030952,,11.492076900030952,11.474950299947523,0.000853799981996417,,0.0005281001213006675,11.492076900030952,0.015744699980132282,,,11.474950299947523,,0.000853799981996417,,,,,,,,,,,,,,,,0.07,1.0,highs-ipm,63,0.5464211761857205,0.6205295999534428,2.7142857142857144,2.3594802906479333,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,False,False,False,,ok; failed_alpha_points=0/21
